User_ID,Age_Years,Gender,Body_Mass_KG,Height_CM,Steps,Workout_Minutes,Exercise_Type,Avg_Heart_Rate,Intensity_Score,Calories_Burned,Notes,Calories
2856,62.4,Female,51.0,150.4,8884,34,Cycling,95,8,1995.9,Evening workout,1997.0
2857,53.6,Female,50.4,150.9,12725,65,Walking,117,9,2523.7,Evening workout,2521.0
2858,47.5,Female,68.6,188.6,7881,40,Walking,74,4,1822.5,Good workout,1818.0
2859,50.4,Female,63.3,170.7,14017,75,Running,60,10,2565.1,,2569.0
2860,35.5,Male,53.6,194.2,10467,11,Yoga,154,3,1749.1,Good workout,1753.0
2861,45.5,Male,80.1,179.3,4073,96,Swimming,68,9,2286.4,Low effort,2284.0
2862,64.7,Female,84.2,181.2,16963,56,Running,82,9,2727.7,Morning session,2725.0
2863,28.7,Male,68.8,182.3,2025,84,Running,111,2,1837.8,,1833.0
2864,62.3,Female,92.4,171.5,3051,38,Running,85,6,1760.2,Good workout,1762.0
2865,50.5,Female,107.4,179.6,4621,115,Cycling,163,3,2597.0,,2597.0
2866,34.5,Female,113.5,153.0,15405,108,Swimming,167,5,3228.4,,3229.0
2867,23.3,Female,97.1,172.7,5403,58,Cycling,162,2,2056.8,Good workout,2055.0
2868,21.2,Female,98.7,193.3,4323,82,Walking,119,4,2151.3,High intensity,2154.0
2869,37.3,Male,86.0,174.1,6017,41,Cycling,77,3,1660.6,Morning session,1662.0
2870,64.9,Male,89.5,161.8,7435,39,Walking,156,2,2054.0,Morning session,2050.0
2871,44.2,Male,58.1,166.4,16492,24,Walking,164,6,2380.7,,2381.0
2872,32.3,Male,73.3,164.1,14170,71,Yoga,162,3,2520.3,,2521.0
2873,23.3,Female,50.8,159.2,6816,87,Running,137,4,2153.7,Morning session,2150.0
2874,64.8,Male,51.1,184.7,5604,26,HIIT,117,6,1743.0,Low effort,1747.0
2875,31.4,Female,81.7,178.8,4424,31,Yoga,124,5,1752.8,Good workout,1752.0
2876,28.5,Male,97.7,161.6,15628,39,Yoga,136,4,2425.9,,2429.0
2877,56.0,Male,62.0,150.2,12861,90,Swimming,175,4,2706.0,Low effort,2710.0
2878,26.2,Male,82.7,150.8,13501,25,HIIT,138,2,2059.5,High intensity,2058.0
2879,43.6,Male,103.3,159.7,3812,61,Walking,160,10,2473.7,Good workout,2469.0
2880,33.1,Female,45.4,167.8,1044,17,Walking,128,4,1258.5,,1258.0
2881,22.9,Male,112.2,151.6,18017,73,Cycling,73,8,2935.3,Morning session,2932.0
2882,27.0,Male,88.3,157.2,10402,48,Running,137,5,2242.5,,2241.0
2883,20.1,Female,91.2,171.7,9785,40,Swimming,105,10,2314.8,Evening workout,2315.0
2884,30.4,Female,79.1,171.6,15581,21,Running,128,10,2483.8,Good workout,2482.0
2885,60.0,Male,104.7,175.8,2926,42,Running,134,8,2091.8,,2093.0
2886,47.2,Female,96.1,175.1,1856,67,Walking,91,6,1984.7,Morning session,1983.0
2887,62.6,Female,52.3,158.8,6988,21,Running,110,10,1932.8,,1933.0
2888,23.1,Female,85.6,170.9,9743,34,HIIT,128,5,2061.5,Evening workout,2060.0
2889,34.2,Male,47.5,180.5,5138,47,Cycling,159,4,1818.3,,1823.0
2890,62.7,Female,113.2,192.5,12080,57,,74,10,2665.8,Morning session,2667.0
2891,36.8,Male,58.2,155.0,17082,91,Walking,112,9,2961.1,,2958.0
2892,59.3,Male,70.7,163.1,15870,92,Yoga,130,10,3094.0,Good workout,3096.0
2893,52.2,Male,114.6,182.5,1606,64,Yoga,128,5,2103.7,Low effort,2107.0
2894,63.3,Male,102.1,156.2,9863,12,HIIT,153,10,2368.9,High intensity,2370.0
2895,43.7,Female,84.8,173.4,6022,108,Swimming,74,6,2351.8,High intensity,2355.0
2896,22.9,Male,95.1,158.3,17400,78,Yoga,89,7,2842.9,,2846.0
2897,46.5,Female,49.7,160.6,6149,44,Walking,137,1,1621.7,,1619.0
2898,54.2,Male,76.0,172.0,6311,60,HIIT,83,9,2176.8,Morning session,2177.0
2899,37.0,Female,45.3,151.4,3484,36,Walking,147,8,1814.7,Evening workout,1819.0
2900,38.1,Male,98.2,164.4,16012,46,HIIT,94,5,2445.2,,2449.0
2901,27.3,Female,55.8,184.3,16833,119,Walking,128,3,2845.5,,2847.0
2902,22.4,Male,97.4,185.5,12041,94,HIIT,71,5,2515.4,Morning session,2518.0
2903,53.4,Male,52.1,177.3,4807,25,HIIT,143,5,1667.7,,1666.0
2904,23.9,Female,69.1,188.5,4173,101,Walking,105,9,2355.0,Good workout,2356.0
2905,43.5,Male,84.5,193.4,18857,34,HIIT,128,7,2648.8,Evening workout,2645.0
2906,21.8,Male,76.6,153.5,15212,42,HIIT,179,2,2353.9,High intensity,2358.0
2907,56.1,Male,72.3,159.9,11199,71,Running,95,5,2337.0,Good workout,2339.0
2908,56.9,Female,47.1,155.0,3412,26,Running,144,9,1831.1,,1836.0
2909,52.1,Male,106.3,179.7,17093,52,Yoga,107,2,2510.9,High intensity,2515.0
2910,18.7,Male,71.6,184.4,19535,39,Cycling,162,8,2777.6,Evening workout,2776.0
2911,41.4,Female,89.3,192.3,4182,50,Swimming,126,3,1854.4,Morning session,1851.0
2912,53.0,Female,69.4,159.4,2014,13,Cycling,152,4,1546.9,Good workout,1545.0
2913,23.7,Female,105.0,181.8,18988,75,Walking,113,2,2757.1,,2761.0
2914,58.3,Female,88.3,191.4,18253,69,Yoga,148,9,3112.5,Good workout,3110.0
2915,63.7,Female,90.6,191.4,7913,18,Yoga,150,6,2046.8,Good workout,2049.0
2916,61.4,Male,58.7,152.1,3727,40,HIIT,95,9,1871.2,Good workout,1871.0
2917,48.1,Male,52.5,175.5,3852,98,Yoga,111,8,2264.3,Morning session,2268.0
2918,37.2,Male,92.2,164.4,10077,110,Swimming,81,9,2815.2,Morning session,2814.0
2919,41.4,Female,58.5,166.5,19992,109,Swimming,97,5,2959.0,,2963.0
2920,42.3,Male,109.7,176.6,2273,78,Yoga,158,6,2325.7,Low effort,2325.0
2921,53.5,Female,51.0,167.7,8649,33,HIIT,121,7,1934.0,Morning session,1935.0
2922,38.5,Female,93.6,168.6,2955,33,Cycling,124,5,1760.1,Good workout,1764.0
2923,47.7,Male,99.2,161.7,9778,102,Running,62,1,2324.8,Morning session,2320.0
2924,41.7,Female,57.0,173.5,5549,54,Walking,147,9,2136.8,High intensity,2140.0
2925,61.6,Female,117.4,154.6,16863,104,Running,67,2,2880.3,,2881.0
2926,59.5,Male,100.8,173.3,12809,46,Yoga,171,7,2683.0,Morning session,2682.0
2927,47.3,Female,100.7,176.2,9302,67,Walking,177,8,2712.1,Evening workout,2711.0
2928,39.2,Female,59.3,179.0,9100,92,HIIT,98,8,2444.2,Good workout,2440.0
2929,45.2,Male,101.6,164.8,3911,32,HIIT,77,1,1528.6,,1530.0
2930,24.3,Female,102.4,187.4,13091,44,HIIT,164,10,2743.1,Good workout,2740.0
2931,52.7,Female,79.1,193.0,10099,72,Running,62,7,2344.5,Low effort,2348.0
2932,45.2,Male,60.3,183.8,6663,15,HIIT,77,9,1715.1,Good workout,1720.0
2933,31.5,Male,52.8,176.4,12881,15,Cycling,139,3,1867.3,High intensity,1871.0
2934,27.8,Male,89.2,169.4,15368,110,Running,155,8,3191.7,High intensity,3189.0
2935,33.4,Male,84.7,190.6,17938,39,Running,176,8,2820.9,Evening workout,2819.0
2936,33.3,Female,98.5,181.1,9298,10,HIIT,60,9,1914.2,Evening workout,1911.0
2937,48.9,Female,58.9,153.9,4336,72,Swimming,176,8,2319.2,Good workout,2315.0
2938,59.6,Male,103.7,154.8,7369,17,Running,85,5,1840.1,,1841.0
2939,42.1,Female,97.1,157.2,3534,37,Running,111,5,1860.3,High intensity,1864.0
2940,30.7,Female,71.9,171.0,3226,98,Yoga,171,3,2210.6,High intensity,2215.0
2941,23.8,Male,91.4,191.2,10585,42,Walking,71,6,2048.4,Morning session,2044.0
2942,61.7,Male,50.0,156.0,1166,62,HIIT,97,10,1915.8,Low effort,1916.0
2943,26.2,Female,99.3,171.4,11902,47,HIIT,144,3,2304.8,Good workout,2304.0
2944,62.5,Male,88.4,179.9,4624,61,Cycling,100,2,1870.5,Good workout,1870.0
2945,53.2,Male,62.1,186.7,19731,87,Swimming,112,7,2965.7,Evening workout,2969.0
2946,60.6,Male,60.6,165.5,18788,20,Yoga,72,10,2406.6,,2411.0
2947,37.6,Female,56.1,164.4,10717,11,Yoga,179,3,1875.2,Good workout,1874.0
2948,35.3,Male,64.6,154.1,13601,62,Yoga,135,4,2384.0,Low effort,2382.0
2949,60.8,Female,89.7,152.9,14103,103,Running,72,10,3054.4,Evening workout,3058.0
2950,38.1,Female,108.8,172.4,14030,103,Swimming,77,8,2971.0,Good workout,2969.0
2951,21.2,Female,103.7,159.5,3774,77,Yoga,78,1,1846.4,Low effort,1848.0
2952,50.1,Male,66.4,154.1,10017,86,Running,78,9,2498.8,Morning session,2498.0
2953,44.6,Male,91.0,172.2,11150,16,Yoga,174,6,2308.4,High intensity,2304.0
2954,24.3,Male,73.5,164.4,4739,111,Cycling,129,2,2233.4,,2237.0
2955,23.2,Male,89.1,167.7,15911,76,Cycling,107,3,2560.8,,2565.0
2956,32.6,Male,53.4,174.8,5464,18,HIIT,130,5,1626.5,Evening workout,1628.0
2957,35.0,Female,68.9,157.2,13381,87,HIIT,130,6,2663.4,Morning session,2663.0
2958,49.7,Female,59.3,180.5,14746,72,Walking,87,9,2686.6,High intensity,2688.0
2959,28.7,Female,80.4,170.4,5094,20,Walking,178,2,1736.2,,1737.0
2960,37.3,Male,57.0,151.2,3930,46,Walking,151,5,1821.3,,1826.0
2961,41.8,Female,88.4,171.9,1763,23,Yoga,78,7,1589.6,,1588.0
2962,32.1,Female,115.5,157.1,12552,28,Swimming,139,7,2461.4,Morning session,2460.0
2963,24.3,Male,116.8,172.4,4450,17,Walking,140,4,1823.5,Good workout,1821.0
2964,38.2,Male,80.6,181.8,15102,16,Yoga,145,3,2129.7,,2132.0
2965,59.6,Female,105.0,157.1,2861,68,Running,142,8,2400.1,Good workout,2397.0
2966,43.7,Female,84.8,153.2,11806,72,Walking,107,2,2276.3,,2280.0
2967,61.3,Male,71.9,179.5,14283,16,Cycling,88,5,2038.3,,2038.0
2968,31.3,Male,45.7,168.4,17493,64,Walking,107,10,2704.6,Low effort,2701.0
2969,54.6,Male,78.5,172.8,13436,12,Walking,78,5,1947.0,,1943.0
2970,38.1,Male,112.0,167.1,9890,76,Walking,170,1,2474.0,,2472.0
2971,35.8,Female,65.9,178.4,16352,27,HIIT,158,7,2457.0,Good workout,2457.0
2972,22.2,Female,77.2,172.6,6529,54,Running,106,4,1913.5,,1910.0
2973,20.5,Male,51.6,182.4,16843,106,HIIT,148,10,3118.2,Evening workout,3122.0
2974,40.2,Female,109.5,167.4,9299,110,Walking,119,2,2623.7,Low effort,2621.0
2975,43.2,Female,47.6,193.4,9580,101,HIIT,107,8,2528.2,,2532.0
2976,54.6,Male,95.6,182.4,9616,45,Swimming,79,4,2087.9,High intensity,2085.0
2977,41.3,Female,98.9,156.6,19878,25,HIIT,160,1,2519.4,,2519.0
2978,36.2,Female,118.8,177.8,12157,88,Yoga,78,8,2816.8,High intensity,2817.0
2979,42.5,Female,103.2,150.3,11191,38,Running,101,7,2305.5,Evening workout,2306.0
2980,38.0,Male,50.5,188.9,12767,68,Walking,136,3,2260.8,,2259.0
2981,29.7,Male,73.0,183.5,18911,27,Walking,170,3,2434.9,,2439.0
2982,58.6,Female,61.8,188.6,3026,58,Yoga,135,7,1979.5,Good workout,1982.0
2983,50.8,Male,104.2,168.4,11958,119,Running,108,2,2772.5,Low effort,2771.0
2984,21.8,Male,66.5,180.7,2855,55,Yoga,74,5,1606.7,Evening workout,1611.0
2985,59.7,Male,68.3,162.7,16063,92,HIIT,119,7,2911.2,,2916.0
2986,24.7,Female,95.9,173.8,15915,38,Swimming,127,6,2490.4,Good workout,2490.0
2987,39.6,Female,94.8,154.9,18981,79,Swimming,138,10,3245.0,Low effort,3243.0
2988,50.0,Male,55.7,172.2,18232,118,Yoga,140,7,3195.7,Low effort,3200.0
2989,34.0,Female,100.4,168.2,6958,59,Cycling,86,2,1955.3,,1955.0
2990,41.2,Female,115.8,150.7,15705,64,HIIT,134,7,2892.6,Morning session,2893.0
2991,51.8,Female,86.9,182.6,11108,36,Cycling,114,2,1946.5,Morning session,1951.0
2992,45.9,Female,83.7,182.6,19302,16,Walking,146,7,2577.7,Good workout,2573.0
2993,60.1,Female,113.8,181.4,6761,100,Walking,74,8,2626.1,Low effort,2626.0
2994,58.9,Male,92.1,177.9,1688,92,HIIT,111,10,2388.7,Good workout,2387.0
2995,56.5,Female,101.4,186.7,7306,90,HIIT,90,8,2562.0,Morning session,2561.0
2996,39.2,Female,65.4,190.8,6072,50,Walking,176,5,2067.3,Morning session,2070.0
2997,34.8,Female,64.8,161.6,18739,20,Running,149,7,2477.4,High intensity,2481.0
2998,51.5,Male,59.4,158.2,19071,14,Swimming,66,8,2267.1,High intensity,2271.0
2999,23.6,Male,113.3,160.4,11909,75,Swimming,72,4,2458.9,,2459.0
3000,63.0,Male,95.3,182.8,13713,65,Cycling,113,2,2443.1,,2447.0
3001,23.9,Female,106.2,168.6,13614,21,,72,7,2192.0,High intensity,2191.0
3002,51.8,Male,81.0,191.6,10321,51,Yoga,175,1,2246.1,,2246.0
3003,18.3,Male,50.6,183.3,7086,115,Running,79,2,2070.9,,2071.0
3004,27.2,Male,115.5,156.8,13731,84,Yoga,157,10,3135.7,Good workout,3134.0
3005,38.7,Male,70.7,180.0,14341,19,Running,69,7,2064.8,Morning session,2064.0
3006,22.2,Female,52.8,151.7,7667,37,Swimming,173,10,2229.1,Good workout,2228.0
3007,19.9,Male,117.4,168.1,13976,16,Yoga,111,1,2062.7,,2061.0
3008,39.7,Male,48.8,187.7,18374,23,Cycling,96,7,2226.5,Evening workout,2222.0
3009,19.6,Female,65.3,181.1,13333,86,Running,111,5,2466.7,Low effort,2465.0
3010,27.7,Female,75.3,159.1,6290,78,Walking,174,3,2240.7,Morning session,2237.0
3011,51.5,Male,65.2,190.9,14044,70,Yoga,86,2,2262.5,Low effort,2261.0
3012,33.2,Female,69.3,157.7,18760,60,Swimming,93,7,2649.9,,2650.0
3013,56.5,Male,59.1,175.2,14537,51,Walking,159,9,2640.4,,2645.0
3014,39.3,Female,79.5,179.2,16669,17,Yoga,121,9,2432.7,Good workout,2429.0
3015,29.3,Female,93.4,160.7,17340,59,HIIT,75,10,2805.5,Good workout,2807.0
3016,41.4,Male,87.4,190.4,16955,10,Cycling,118,10,2518.2,,2520.0
3017,64.3,Female,85.7,169.1,3887,78,Running,80,8,2219.2,Good workout,2223.0
3018,57.1,Male,81.3,169.2,16794,20,Running,75,2,2040.9,,2042.0
3019,55.2,Female,101.5,158.9,15560,116,Swimming,140,1,2976.3,,2973.0
3020,27.3,Male,86.4,157.6,2340,57,Swimming,138,8,2034.7,Good workout,2032.0
3021,52.0,Female,91.4,164.2,12929,19,Swimming,72,2,1838.8,,1843.0
3022,49.5,,105.8,183.0,1094,24,Walking,92,4,1505.0,Evening workout,1504.0
3023,24.0,Female,58.3,173.3,13840,112,HIIT,113,4,2659.4,,2658.0
3024,38.7,Female,112.3,182.5,16756,56,Yoga,128,2,2613.9,,2615.0
3025,37.1,Female,97.2,,9126,102,Walking,86,4,2494.4,,2490.0
3026,43.0,Male,78.2,190.9,18881,34,Swimming,111,7,2606.4,Good workout,2603.0
3027,21.1,Female,68.1,194.9,11923,15,HIIT,124,6,1972.4,,1973.0
3028,63.5,Male,64.5,189.2,8053,20,Yoga,103,10,1983.0,Morning session,1984.0
3029,39.2,Male,113.0,176.2,16172,26,HIIT,89,6,2427.5,Morning session,2423.0
3030,32.6,Male,74.9,170.7,11935,24,Walking,82,4,1864.9,,1866.0
3031,57.9,Female,51.9,154.4,13467,25,Yoga,138,2,1969.3,,1966.0
3032,38.6,Male,80.6,184.5,12073,65,Yoga,159,5,2546.3,Low effort,2543.0
3033,32.2,Female,,170.5,8691,75,Yoga,142,3,2290.8,Good workout,2293.0
3034,39.4,Male,96.8,153.8,14770,45,Yoga,153,3,2453.2,Evening workout,2455.0
3035,45.7,Male,59.5,165.1,16688,92,Walking,75,4,2607.1,High intensity,2608.0
3036,31.5,Male,90.8,180.1,1201,47,Swimming,114,5,1759.7,Good workout,1756.0
3037,44.6,Male,67.9,175.4,18882,94,Yoga,77,2,2602.5,,2598.0
3038,58.3,Male,56.3,184.3,14829,84,Walking,149,6,2775.3,,2771.0
3039,57.0,Female,88.8,155.3,4086,114,Cycling,76,6,2377.7,Low effort,2380.0
3040,45.8,Male,59.3,182.2,12305,12,HIIT,134,8,2063.5,,2063.0
3041,43.2,Male,93.5,170.7,3590,107,Yoga,111,2,2219.8,Good workout,2224.0
3042,19.5,Female,65.1,165.6,8125,27,Cycling,104,8,1941.6,Good workout,1943.0
3043,42.7,Female,59.0,188.2,8860,88,Walking,115,8,2464.2,Good workout,2469.0
3044,20.1,Female,58.2,183.5,6408,98,Cycling,152,4,2288.0,Morning session,2284.0
3045,25.3,Male,86.1,191.3,2948,63,Walking,113,7,2023.5,Low effort,2022.0
3046,61.9,Male,59.6,164.5,4963,88,Running,68,7,2170.2,Low effort,2170.0
3047,50.1,Male,107.4,155.8,1693,103,Running,172,1,2301.9,Evening workout,2304.0
3048,59.5,Male,112.1,151.3,6363,26,HIIT,76,1,1701.2,Evening workout,1701.0
3049,52.3,Male,71.6,173.1,13125,91,Walking,86,8,2693.8,Good workout,2693.0
3050,23.8,,97.0,177.3,12924,104,Running,96,1,2535.0,Low effort,2535.0
3051,56.5,Female,96.8,150.9,6887,116,Swimming,81,3,2480.3,High intensity,2485.0
3052,40.6,Female,107.5,150.8,11851,91,Running,131,6,2807.8,,2806.0
3053,42.7,Male,117.7,177.6,8734,108,Cycling,126,8,2965.0,High intensity,2962.0
3054,60.1,Male,97.5,185.0,10913,22,Yoga,97,5,2059.5,,2060.0
3055,36.5,Male,101.6,169.7,17191,72,HIIT,158,5,2921.5,Good workout,2921.0
3056,22.5,Male,96.2,157.0,6293,23,Walking,155,4,1877.7,Morning session,1879.0
3057,28.5,Male,87.7,150.3,14845,68,Running,131,4,2526.1,,2525.0
3058,29.2,Female,51.0,175.2,14820,45,Swimming,103,7,2255.2,Low effort,2251.0
3059,27.1,Female,86.3,192.3,3291,27,Walking,150,6,1816.0,Low effort,1817.0
3060,25.6,Male,48.8,174.0,15395,14,Cycling,155,8,2230.1,,2231.0
3061,41.2,Female,113.2,159.4,13391,23,HIIT,95,6,2268.1,High intensity,2266.0
3062,45.7,Male,49.3,161.1,3698,34,Cycling,157,10,1994.5,,1992.0
3063,58.2,Male,119.4,190.1,12566,53,HIIT,84,7,2549.1,Low effort,2545.0
3064,53.2,Male,85.9,156.6,10202,48,Swimming,154,10,2611.8,,2615.0
3065,54.8,Female,48.9,161.2,15055,21,Walking,101,10,2277.1,Evening workout,2274.0
3066,38.8,Female,46.4,189.1,2041,113,Walking,170,5,2266.3,Evening workout,2266.0
3067,25.9,Male,111.5,166.6,18941,70,Cycling,72,6,2825.5,,2829.0
3068,26.3,Female,65.6,154.7,18591,71,Running,115,1,2475.9,Evening workout,2475.0
3069,64.2,Female,114.9,163.4,10872,62,Cycling,138,3,2477.5,Morning session,2482.0
3070,32.8,Male,87.4,183.3,4621,62,Cycling,177,8,2336.0,,2338.0
3071,63.7,Female,113.9,166.0,4352,37,Swimming,110,3,1878.0,,1880.0
3072,57.1,Female,53.7,184.1,19062,44,Swimming,109,1,2268.6,High intensity,2269.0
3073,35.7,Male,72.2,150.0,11937,74,Walking,136,3,2386.5,Low effort,2390.0
3074,59.7,Male,70.5,185.7,15602,12,Swimming,111,4,2105.6,Good workout,2102.0
3075,37.7,Female,47.5,164.4,9972,52,Yoga,175,8,2327.9,,2324.0
3076,23.6,Male,117.2,168.2,1945,59,Walking,92,9,2133.2,Morning session,2133.0
3077,29.4,Female,93.0,191.2,8973,80,Running,154,4,2472.7,Low effort,2473.0
3078,19.4,Male,61.1,154.3,15118,18,Yoga,84,7,2038.7,,2034.0
3079,24.3,Male,107.2,168.2,12290,45,Yoga,171,1,2356.3,High intensity,2360.0
3080,33.0,Male,99.9,192.0,17383,32,HIIT,117,9,2696.1,Low effort,2695.0
3081,20.4,Male,67.6,188.1,19974,97,HIIT,99,4,2872.3,High intensity,2875.0
3082,62.2,Female,78.6,154.7,11366,83,Swimming,146,9,2769.8,High intensity,2767.0
3083,20.3,Male,113.6,161.1,2797,59,Cycling,97,3,1876.2,Good workout,1878.0
3084,44.1,Male,59.2,168.2,12248,64,HIIT,62,5,2156.1,Morning session,2154.0
3085,60.7,Male,91.5,161.6,3257,21,HIIT,175,1,1692.0,Good workout,1694.0
3086,57.3,Female,47.5,185.7,3197,92,Yoga,75,3,1816.5,High intensity,1813.0
3087,55.6,Female,72.3,161.3,9222,41,Yoga,61,5,1929.8,High intensity,1934.0
3088,50.1,Male,47.5,167.9,15152,33,Running,82,6,2098.5,Low effort,2098.0
3089,45.4,Male,48.7,192.4,3912,95,Walking,157,8,2360.8,Good workout,2356.0
3090,18.7,Male,75.8,183.8,12004,76,Running,89,1,2111.9,Morning session,2116.0
3091,25.8,Male,89.2,182.8,9874,113,Cycling,170,3,2747.2,Good workout,2751.0
3092,54.6,Male,103.5,167.8,16416,36,Swimming,69,1,2181.3,Good workout,2185.0
3093,49.1,Male,89.8,178.3,7152,70,Walking,124,5,2306.8,Low effort,2304.0
3094,60.7,Female,119.0,194.6,8172,28,Swimming,81,8,2207.0,High intensity,2203.0
3095,54.1,Male,81.5,154.8,4185,82,Swimming,111,4,2135.6,Good workout,2134.0
3096,21.9,Male,109.3,174.2,10161,60,Yoga,170,9,2729.7,Low effort,2732.0
3097,47.1,Male,53.4,173.9,16765,73,Running,115,6,2615.0,Low effort,2619.0
3098,23.0,Male,61.3,178.8,18467,86,Swimming,92,6,2754.0,High intensity,2756.0
3099,63.7,Male,109.8,187.5,5862,11,Swimming,148,5,1947.0,Good workout,1949.0
3100,36.7,Male,47.2,182.8,4070,45,Cycling,145,10,1962.4,,1958.0
3101,49.5,Female,70.7,159.4,12940,102,Walking,139,5,2766.9,Evening workout,2768.0
3102,26.6,Female,97.4,186.3,9563,20,Running,89,7,1950.2,Evening workout,1948.0
3103,29.8,Female,75.4,182.3,15931,107,Cycling,141,8,3089.8,,3092.0
3104,28.1,Female,70.6,172.1,17585,77,Walking,83,7,2720.0,Evening workout,2720.0
3105,63.3,Female,67.9,160.0,17472,77,Running,64,1,2388.7,,2385.0
3106,33.6,Female,74.5,173.1,15772,73,Walking,112,1,2393.6,,2389.0
3107,18.5,Male,54.8,173.3,15455,10,Walking,160,10,2338.2,Morning session,2334.0
3108,62.3,Male,116.0,156.8,7299,98,HIIT,114,6,2692.8,,2695.0
3109,38.7,Male,108.7,170.1,11188,35,Running,82,3,2042.8,High intensity,2044.0
3110,47.2,Male,66.5,169.9,13686,20,Cycling,165,9,2452.0,High intensity,2449.0
3111,30.0,Male,59.8,159.0,15011,96,Walking,150,7,2843.3,High intensity,2839.0
3112,51.4,Male,100.2,174.7,18938,11,Walking,178,2,2479.0,Morning session,2475.0
3113,21.5,Female,118.1,185.1,13874,92,Walking,135,3,2830.7,Low effort,2827.0
3114,45.3,Male,64.2,164.2,14441,102,HIIT,69,8,2732.9,,2737.0
3115,55.6,Female,91.5,193.7,1054,49,Yoga,157,1,1746.8,,1743.0
3116,48.6,Female,97.3,189.5,5031,13,HIIT,179,5,1910.7,Good workout,1910.0
3117,44.6,Male,97.4,189.4,10315,89,Running,92,10,2787.6,,2786.0
3118,22.3,Male,45.1,155.5,2552,46,Yoga,139,1,1403.9,,1406.0
3119,42.3,Male,46.7,186.2,8795,70,Yoga,152,9,2425.2,Low effort,2421.0
3120,20.8,Male,102.9,151.9,6271,100,HIIT,121,7,2620.5,Good workout,2621.0
3121,50.7,Male,63.4,161.7,15665,14,Cycling,141,5,2160.8,Morning session,2165.0
3122,21.4,Male,106.3,153.2,1115,24,Running,86,6,1568.8,,1569.0
3123,42.9,Male,116.3,172.3,4613,96,Yoga,66,3,2247.5,,2243.0
3124,37.3,Female,56.5,162.5,7372,76,Cycling,159,3,2186.2,Low effort,2182.0
3125,51.1,Male,70.4,166.8,17130,91,Running,86,7,2878.4,Good workout,2879.0
3126,43.7,Male,71.1,180.7,4837,116,Walking,133,7,2549.7,Good workout,2552.0
3127,22.4,Female,73.3,165.4,4533,35,Cycling,69,7,1682.0,,1679.0
3128,52.2,Male,59.4,190.3,10610,15,Yoga,134,2,1758.4,High intensity,1760.0
3129,45.2,Male,90.4,175.0,12108,53,Running,116,2,2202.8,Evening workout,2201.0
3130,46.6,Female,45.4,177.6,6831,67,Cycling,89,5,1890.6,Morning session,1889.0
3131,26.1,Male,104.9,150.2,2294,90,Yoga,62,4,1963.9,Morning session,1967.0
3132,55.2,Male,101.8,161.6,16663,55,Running,88,7,2694.5,Evening workout,2692.0
3133,23.0,Male,47.4,186.4,8550,111,Walking,73,3,2143.7,High intensity,2139.0
3134,36.2,Male,62.3,169.6,19459,51,Running,136,5,2605.9,,2607.0
3135,61.4,Male,96.3,151.4,14830,57,Cycling,142,2,2500.6,Low effort,2505.0
3136,28.7,Male,104.3,185.5,14031,36,HIIT,84,1,2078.6,Morning session,2077.0
3137,19.7,Female,78.5,164.3,12869,29,Cycling,69,9,2169.8,,2168.0
3138,64.1,Male,104.1,187.7,6817,79,Swimming,138,4,2419.3,Evening workout,2423.0
3139,61.5,Male,70.5,171.6,19162,44,Running,151,8,2829.0,Low effort,2828.0
3140,61.5,Female,116.7,193.7,13867,85,Swimming,163,7,3126.8,,3126.0
3141,26.1,Female,63.0,181.9,13086,57,Yoga,108,1,2042.7,,2044.0
3142,38.2,Male,66.1,169.5,11690,76,Swimming,97,10,2580.6,High intensity,2577.0
3143,41.5,Female,77.3,185.8,17757,77,Yoga,130,7,2879.4,Evening workout,2884.0
3144,51.7,Male,82.2,182.3,15770,61,Yoga,73,2,2334.2,High intensity,2333.0
3145,39.4,Male,79.0,164.1,15329,118,Yoga,89,3,2764.4,High intensity,2768.0
3146,20.5,Female,111.1,152.7,11457,77,Walking,99,1,2320.9,,2324.0
3147,29.3,Male,54.2,178.8,11034,13,Swimming,71,7,1726.2,High intensity,1728.0
3148,45.3,Male,59.8,176.6,18957,48,Running,151,3,2522.2,,2522.0
3149,47.8,Female,55.1,154.8,18171,30,Walking,173,6,2524.1,,2527.0
3150,43.8,Female,68.9,180.6,2545,117,Yoga,73,7,2262.1,,2259.0
3151,38.7,Female,48.5,171.5,14359,75,HIIT,60,3,2142.8,Low effort,2147.0
3152,45.7,Female,57.5,184.2,14146,25,Running,127,2,1949.1,Morning session,1954.0
3153,43.1,Male,117.6,156.6,14498,16,Walking,108,9,2470.4,Morning session,2470.0
3154,50.9,Female,101.2,155.1,14171,92,Running,77,9,2905.1,Low effort,2910.0
3155,38.6,Female,81.6,175.2,15202,116,Yoga,174,7,3231.3,,3231.0
3156,52.3,Female,92.5,150.2,5374,106,Running,95,5,2414.1,Good workout,2418.0
3157,51.6,Female,115.4,168.8,10849,18,Walking,123,4,2129.8,Good workout,2129.0
3158,58.6,Female,45.2,156.6,17990,110,Walking,155,4,3014.4,,3012.0
3159,64.2,Male,104.3,185.7,14336,26,Walking,87,1,2053.2,Evening workout,2053.0
3160,35.3,Female,56.8,161.1,3576,100,HIIT,151,4,2173.0,Morning session,2176.0
3161,28.5,Male,65.5,169.0,6051,106,HIIT,161,7,2517.7,,2519.0
3162,40.0,,55.5,172.8,17706,21,Swimming,91,5,2129.0,High intensity,2127.0
